-8.124167666360809e+04	-1.956451218758431e+04	8.741429168023540e+03	-3.953603722880250e+01	-6.783857235327961e+03	-1.045022861242133e+03	2.011585746126075e+03	2.118022961327914e+02	-5.656630614445194e+02	4.137351192384762e+01
5.439023785957338e+04	1.015332025088024e+04	-5.486806034247526e+03	-4.957089070981373e+02	4.313426069898391e+03	7.055317308650492e+02	-1.361872702403931e+03	-2.725637821709048e+02	4.842190120876151e+02	-9.736412091673959e+00
1.098498560023872e+05	2.921836337738237e+04	-1.597244003475640e+04	9.533553339009818e+02	8.892323809366271e+03	1.341140006049790e+03	-2.987819438979585e+03	-1.077427581550644e+02	6.099460367293750e+02	1.373015197183860e+02
-5.508817981918946e+04	-1.328273596883939e+04	7.531957056398911e+03	-3.621395609919269e+03	-2.397911788997560e+03	-2.014490778323874e+03	1.644018638145092e+03	6.072127867746369e+01	-1.772868159592307e+02	-1.844819524238371e+02
-9.078348003575299e+04	-2.537224584295212e+04	1.083266969744414e+04	2.411567193604375e+03	-1.295272290014616e+04	2.212996673800411e+03	5.325856762842400e+02	7.272200433074757e+02	-7.984385201354833e+02	3.521195670689997e+02
2.986724279322876e+04	9.283141883433284e+03	-5.040713738664989e+03	-5.800482657072891e+02	5.798596485143858e+03	-5.763383982038235e+03	3.822704050006301e+03	-2.796326238264487e+03	1.199166624459064e+03	-2.872349937631778e+02
6.548441060328698e+04	1.599153853094579e+04	-6.280973447613938e+03	-1.500599957564537e+03	4.781378710453951e+03	5.074923193846067e+03	-9.573945850607262e+03	6.047157265530190e+03	-3.212550418896288e+03	1.491611550015275e+03
-1.421960736346258e+04	-3.402313659380250e+03	7.721224569941888e+02	1.626955608055883e+03	-2.418150105126792e+03	-1.799359299314028e+03	6.076769718573609e+03	-9.784561536102326e+03	7.829735603095754e+03	-4.733007419103463e+03
-3.771453586578259e+04	-1.009522341839893e+04	5.057666057584866e+03	-1.006316219232034e+03	-1.684897609617497e+03	-1.335498823543561e+03	-1.453152313308669e+03	7.426170454308889e+03	-1.234570351056216e+04	9.847779645010261e+03
4.317585642576163e+03	2.044393048982253e+03	-1.314729873801909e+03	7.728528251075990e+02	-7.495824051491956e+02	1.682911539251558e+03	-5.989307889152109e+02	-3.480024400220401e+03	9.183553531819603e+03	-1.453131485506984e+04
